bathroomcnt,bedroomcnt,calculatedfinishedsquarefeet,taxvaluedollarcnt,yearbuilt,taxamount,fips,transactiondate,County
1.0,3,888,224048,1950,2774.16,6037,2017-02-10,Los Angeles County
2.0,4,1230,254855,1922,7845.53,6037,2017-02-10,Los Angeles County
2.0,3,1302,568100,1950,6885.75,6037,2017-02-10,Los Angeles County
2.0,4,1553,153375,1983,2526.67,6037,2017-02-10,Los Angeles County
1.0,2,841,272783,1950,3303.63,6037,2017-02-10,Los Angeles County
3.0,5,2760,698000,2005,7437.34,6111,2017-02-10,Ventura County
2.0,3,1296,213244,1955,2613.8,6059,2017-02-10,Orange County
2.0,3,1238,56295,1956,855.16,6059,2017-02-10,Orange County
1.0,2,1424,321133,1939,3889.03,6037,2017-02-10,Los Angeles County
2.0,3,1720,117179,1954,1766.82,6037,2017-02-10,Los Angeles County
2.0,3,1213,191762,1960,2825.58,6059,2017-02-10,Orange County
2.0,2,1338,960783,2000,10643.06,6059,2017-02-10,Orange County
2.0,3,1241,131641,1988,1565.73,6037,2017-02-10,Los Angeles County
2.5,3,2065,716718,1995,7804.78,6111,2017-02-10,Ventura County
2.0,4,1486,483265,1963,6180.92,6059,2017-02-10,Orange County
1.0,2,1120,204169,1947,3998.27,6037,2017-02-10,Los Angeles County
1.0,2,704,198413,1945,2526.56,6037,2017-02-10,Los Angeles County
2.0,3,1108,411255,1955,5091.32,6037,2017-02-10,Los Angeles County
1.5,3,1864,332501,1978,3881.58,6111,2017-02-10,Ventura County
2.0,4,2096,143401,1960,1961.15,6037,2017-02-10,Los Angeles County
2.0,2,1092,327671,1951,4206.26,6037,2017-02-10,Los Angeles County
1.0,3,881,201593,1958,2764.62,6037,2017-02-10,Los Angeles County
3.0,4,2503,133073,1969,1294.48,6059,2017-02-10,Orange County
1.0,2,1112,354358,1938,4920.44,6037,2017-02-10,Los Angeles County
1.0,2,932,655346,1952,7746.77,6037,2017-02-10,Los Angeles County
2.0,2,1712,410000,1954,5713.82,6037,2017-02-10,Los Angeles County
1.0,3,1161,75332,1948,1085.79,6037,2017-02-10,Los Angeles County
2.0,2,1275,319245,1956,4005.62,6037,2017-02-10,Los Angeles County
2.0,3,1145,82023,1959,1096.99,6037,2017-02-10,Los Angeles County
2.0,3,1664,113633,1989,1495.14,6037,2017-02-10,Los Angeles County
2.5,4,1327,234601,1964,3061.3,6059,2017-02-10,Orange County
1.0,3,867,477601,1951,5571.09,6037,2017-02-10,Los Angeles County
2.0,3,1444,199479,1939,2479.96,6037,2017-02-10,Los Angeles County
2.0,2,1230,282790,1972,3346.78,6059,2017-02-10,Orange County
1.0,1,536,289948,1937,3933.64,6037,2017-02-10,Los Angeles County
2.5,3,1523,582531,1989,5913.52,6059,2017-02-10,Orange County
2.0,3,1697,89530,1953,1226.87,6037,2017-02-10,Los Angeles County
2.0,3,1693,587828,1953,7091.18,6037,2017-02-10,Los Angeles County
1.0,3,956,218376,1954,2860.58,6037,2017-02-10,Los Angeles County
2.0,3,1486,205192,1980,2693.32,6111,2017-02-10,Ventura County
3.0,6,3539,970436,1959,11075.44,6037,2017-02-10,Los Angeles County
2.0,3,980,228431,1958,4033.24,6037,2017-02-09,Los Angeles County
2.0,3,1411,621319,1948,7555.58,6037,2017-02-09,Los Angeles County
3.0,3,2405,181360,1990,2055.59,6037,2017-02-09,Los Angeles County
2.0,3,1262,279820,1941,3587.53,6037,2017-02-09,Los Angeles County
2.5,4,1833,391610,1998,4918.12,6111,2017-02-09,Ventura County
2.0,2,1331,656425,1970,6591.96,6059,2017-02-09,Orange County
3.0,4,1606,638677,1950,7737.55,6037,2017-02-09,Los Angeles County
2.0,3,1470,302706,1950,3860.34,6037,2017-02-09,Los Angeles County
1.0,2,1186,466715,1953,5285.31,6037,2017-02-09,Los Angeles County
2.0,3,1967,641637,1953,8695.26,6037,2017-02-09,Los Angeles County
3.0,4,2252,625496,1966,7347.7,6059,2017-02-09,Orange County
1.0,3,1006,405000,1953,5176.34,6037,2017-02-09,Los Angeles County
2.0,4,1436,112506,1957,2040.78,6037,2017-02-09,Los Angeles County
2.0,2,1861,256525,1958,3165.45,6037,2017-02-09,Los Angeles County
2.0,4,1960,466852,1973,4973.66,6111,2017-02-09,Ventura County
1.0,2,845,73834,1960,1390.78,6059,2017-02-09,Orange County
2.0,4,1562,351762,1976,4172.6,6059,2017-02-09,Orange County
2.0,4,1905,55663,1960,919.68,6037,2017-02-09,Los Angeles County
2.0,3,1572,82175,1957,1266.18,6037,2017-02-09,Los Angeles County
2.0,3,1938,805000,1980,8095.44,6059,2017-02-09,Orange County
2.0,3,1958,309627,1942,3858.39,6037,2017-02-09,Los Angeles County
2.0,4,1390,375642,1955,4541.03,6037,2017-02-09,Los Angeles County
1.0,5,1086,350000,1921,4634.41,6037,2017-02-09,Los Angeles County
1.0,2,1244,507625,1925,5521.74,6059,2017-02-09,Orange County
2.0,4,2372,422586,1948,4969.7,6037,2017-02-09,Los Angeles County
2.0,3,1291,122666,1986,2316.61,6037,2017-02-09,Los Angeles County
2.0,3,1242,228612,1985,2262.78,6059,2017-02-09,Orange County
4.0,5,3909,733362,2006,8241.92,6111,2017-02-09,Ventura County
2.0,3,1586,134666,1955,1753.43,6037,2017-02-09,Los Angeles County
4.5,5,4529,889750,1986,9908.8,6059,2017-02-09,Orange County
1.0,2,1225,475136,1941,5860.21,6037,2017-02-09,Los Angeles County
3.0,5,2301,88999,1965,1458.79,6037,2017-02-09,Los Angeles County
1.0,2,912,365682,1963,4051.78,6059,2017-02-09,Orange County
1.0,2,1052,281901,1949,3717.9,6037,2017-02-09,Los Angeles County
2.5,3,2237,730000,2004,10840.8,6059,2017-02-09,Orange County
3.0,3,1984,1497493,1955,18193.13,6037,2017-02-09,Los Angeles County
2.0,3,1672,204738,1960,2579.19,6037,2017-02-09,Los Angeles County
3.0,4,1804,126141,1989,2746.33,6037,2017-02-09,Los Angeles County
2.0,4,2556,286737,2013,4281.51,6037,2017-02-09,Los Angeles County
2.0,3,1238,73719,1960,1062.71,6037,2017-02-09,Los Angeles County
5.0,5,4001,1177689,2001,15120.12,6037,2017-02-09,Los Angeles County
2.0,5,3986,717882,1931,8872.69,6037,2017-02-09,Los Angeles County
3.0,5,2603,360000,1989,5328.23,6037,2017-02-09,Los Angeles County
2.0,3,1558,214990,1985,3098.56,6037,2017-02-09,Los Angeles County
2.5,3,1454,292121,1987,3471.32,6059,2017-02-09,Orange County
2.0,3,1410,65807,1954,1290.26,6037,2017-02-09,Los Angeles County
4.0,5,2016,246754,1965,3252.81,6037,2017-02-09,Los Angeles County
1.0,3,1068,123100,1942,1704.32,6037,2017-02-09,Los Angeles County
2.0,3,1219,419000,1954,5133.6,6037,2017-02-09,Los Angeles County
1.0,1,764,182745,1979,1929.34,6059,2017-02-09,Orange County
2.0,3,2255,261543,2003,2941.5,6037,2017-02-09,Los Angeles County
2.0,4,1404,305731,1964,4383.03,6037,2017-02-09,Los Angeles County
2.5,3,1212,246166,1979,2809.24,6111,2017-02-09,Ventura County
2.0,4,1312,58982,1953,1030.9,6037,2017-02-09,Los Angeles County
3.0,4,2016,658282,1976,7508.94,6059,2017-02-09,Orange County
5.0,5,2890,779615,2001,9083.5,6037,2017-02-09,Los Angeles County
2.0,3,1240,267601,1971,2776.02,6059,2017-02-09,Orange County
2.0,3,1842,586519,1959,7233.99,6037,2017-02-09,Los Angeles County
2.5,4,3115,388090,1976,4017.52,6059,2017-02-09,Orange County
2.5,4,2160,406929,1971,4899.94,6059,2017-02-09,Orange County
2.0,3,1453,381636,1974,5038.12,6037,2017-02-09,Los Angeles County
2.0,3,1716,1375906,1947,16894.03,6037,2017-02-09,Los Angeles County
4.0,4,3963,763531,2012,15225.03,6037,2017-02-09,Los Angeles County
2.0,3,2104,1140985,1922,14297.93,6037,2017-02-09,Los Angeles County
3.0,4,1776,291023,1979,4127.69,6037,2017-02-09,Los Angeles County
2.5,4,1857,595328,1965,6930.8,6059,2017-02-09,Orange County
1.0,2,1246,166316,1905,2063.66,6037,2017-02-09,Los Angeles County
2.0,3,1337,370321,1947,4465.3,6037,2017-02-09,Los Angeles County
2.0,2,1702,940940,1955,11344.35,6037,2017-02-09,Los Angeles County
2.5,3,1418,233117,1979,3025.52,6059,2017-02-09,Orange County
2.0,4,1642,274569,1930,4193.54,6037,2017-02-09,Los Angeles County
2.5,4,2377,96607,1966,1046.28,6111,2017-02-09,Ventura County
3.0,2,2732,910000,1972,10843.11,6037,2017-02-09,Los Angeles County
3.0,5,2776,237443,2005,5750.31,6037,2017-02-09,Los Angeles County
2.0,2,1210,36321,1923,670.94,6059,2017-02-09,Orange County
2.0,3,1405,108573,1976,2323.52,6059,2017-02-09,Orange County
2.0,3,1279,59950,1951,1049.74,6037,2017-02-09,Los Angeles County
2.0,3,1561,652298,1980,6667.74,6059,2017-02-09,Orange County
2.0,3,2605,561561,1938,6961.46,6037,2017-02-09,Los Angeles County
2.5,4,1996,297708,1979,3086.24,6059,2017-02-09,Orange County
2.0,4,1204,272599,1954,3606.19,6037,2017-02-09,Los Angeles County
4.0,5,3929,705722,1984,8327.66,6037,2017-02-09,Los Angeles County
3.0,3,2185,599720,1974,6334.44,6111,2017-02-09,Ventura County
4.5,4,3698,1118253,2010,11334.64,6059,2017-02-09,Orange County
2.0,3,1505,82377,1955,1139.72,6037,2017-02-09,Los Angeles County
3.0,4,2960,677743,1988,8382.83,6037,2017-02-09,Los Angeles County
3.0,4,2983,1063982,2001,10785.46,6059,2017-02-09,Orange County
2.5,4,2660,1060614,1967,11496.12,6059,2017-02-09,Orange County
2.0,2,2150,383682,1940,4675.14,6037,2017-02-09,Los Angeles County
2.0,3,1248,348584,1962,4018.04,6059,2017-02-09,Orange County
4.0,4,3622,1491275,1925,18182.69,6037,2017-02-09,Los Angeles County
1.5,2,928,186711,1983,2382.92,6059,2017-02-09,Orange County
2.5,3,1491,513850,1947,6277.28,6059,2017-02-09,Orange County
2.0,3,1941,278704,1986,3496.82,6037,2017-02-09,Los Angeles County
3.0,3,2392,845708,1963,9310.38,6037,2017-06-30,Los Angeles County
3.0,3,2392,845708,1963,9310.38,6037,2017-02-09,Los Angeles County
1.0,2,1032,423037,1929,5072.57,6037,2017-02-09,Los Angeles County
3.0,3,2619,175929,1961,2452.67,6037,2017-02-09,Los Angeles County
1.0,3,1133,50413,1923,864.66,6037,2017-02-09,Los Angeles County
2.5,4,3395,710193,1976,8077.7,6059,2017-02-09,Orange County
1.0,3,1384,488152,1910,5821.99,6037,2017-02-09,Los Angeles County
3.0,5,2289,443001,1972,5266.75,6037,2017-02-09,Los Angeles County
2.0,2,1198,348932,1937,4763.69,6037,2017-02-09,Los Angeles County
1.0,2,1065,505137,1938,5899.98,6037,2017-02-09,Los Angeles County
3.0,5,3069,413924,1986,4618.28,6111,2017-02-09,Ventura County
3.0,4,3114,712052,1997,8737.54,6059,2017-02-09,Orange County
2.0,3,1798,149000,1989,1934.84,6037,2017-02-09,Los Angeles County
3.0,4,2433,1278885,1996,14668.66,6059,2017-02-09,Orange County
2.0,3,1898,854315,1979,10040.31,6037,2017-02-09,Los Angeles County
2.0,4,1536,405084,1929,5042.25,6037,2017-02-09,Los Angeles County
3.0,5,2307,759534,1988,9411.26,6037,2017-02-09,Los Angeles County
2.0,3,1644,482763,1986,6167.46,6037,2017-02-09,Los Angeles County
1.0,3,1242,66014,1953,1026.93,6037,2017-02-09,Los Angeles County
3.0,4,3522,509482,2005,6317.75,6037,2017-02-09,Los Angeles County
2.0,4,1847,306381,1988,3773.15,6037,2017-02-09,Los Angeles County
2.0,4,1083,150132,1955,2104.64,6037,2017-02-09,Los Angeles County
4.0,5,3143,980648,2001,10832.7,6111,2017-02-09,Ventura County
3.0,4,2248,112037,1964,1474.96,6059,2017-02-09,Orange County
2.0,3,1414,370320,1963,4675.77,6037,2017-02-09,Los Angeles County
6.0,6,4036,954933,2009,11702.6,6037,2017-02-09,Los Angeles County
2.0,3,1235,185452,1966,2639.49,6037,2017-02-09,Los Angeles County
1.0,2,880,239314,1961,2857.2,6037,2017-02-09,Los Angeles County
2.5,3,1892,144126,1976,1446.1,6059,2017-02-09,Orange County
2.0,4,1355,741132,1913,9030.13,6037,2017-02-09,Los Angeles County
2.0,4,1620,157617,1957,2522.02,6037,2017-02-09,Los Angeles County
3.0,4,2570,756250,1979,7967.22,6059,2017-02-09,Orange County
2.0,3,1470,158101,1973,2599.15,6037,2017-02-09,Los Angeles County
2.0,3,1702,792450,1973,8008.72,6059,2017-02-09,Orange County
2.0,4,1998,527800,1969,5569.76,6059,2017-02-09,Orange County
1.0,3,1005,222002,1950,2888.62,6037,2017-02-09,Los Angeles County
2.0,3,1211,915401,1953,11023.7,6037,2017-02-09,Los Angeles County
2.0,3,1100,75720,1956,1246.72,6037,2017-02-09,Los Angeles County
1.0,2,939,44688,1948,649.89,6037,2017-02-09,Los Angeles County
2.0,3,2037,808000,1978,9267.35,6037,2017-02-09,Los Angeles County
2.5,4,2293,97897,1965,1322.94,6059,2017-02-09,Orange County
1.0,1,706,336800,1905,4030.35,6037,2017-02-09,Los Angeles County
2.0,3,1188,234144,1959,3342.36,6037,2017-02-09,Los Angeles County
3.0,3,1809,67625,1956,1096.16,6059,2017-02-09,Orange County
4.0,6,3759,111596,1947,1859.21,6037,2017-02-09,Los Angeles County
2.0,4,1479,314726,1964,3999.93,6037,2017-02-09,Los Angeles County
1.0,3,1022,355446,1949,4279.76,6037,2017-02-09,Los Angeles County
4.0,4,3233,537986,1938,7225.3,6037,2017-02-09,Los Angeles County
2.5,3,1870,407932,1992,4832.8,6059,2017-02-09,Orange County
5.0,4,2539,451532,1951,5239.63,6037,2017-02-09,Los Angeles County
2.0,3,1378,635000,1948,7727.99,6037,2017-02-09,Los Angeles County
2.5,3,1955,540976,1987,6513.22,6059,2017-02-09,Orange County
2.0,4,1356,487320,1962,5794.9,6059,2017-02-09,Orange County
2.5,3,1333,190756,1973,2401.42,6059,2017-02-09,Orange County
3.0,3,1556,228431,1987,3624.38,6037,2017-02-09,Los Angeles County
1.0,1,1056,397049,1948,4774.14,6037,2017-02-09,Los Angeles County
2.0,4,1548,560000,1977,6841.31,6037,2017-02-09,Los Angeles County
1.0,3,1096,154345,1947,2094.48,6037,2017-02-09,Los Angeles County
2.0,3,1592,168605,1977,2217.31,6037,2017-02-09,Los Angeles County
1.0,2,935,40749,1940,1040.78,6037,2017-02-09,Los Angeles County
2.0,4,1710,198400,1988,3225.07,6037,2017-02-09,Los Angeles County
4.0,5,3799,1177696,1978,14437.49,6037,2017-02-09,Los Angeles County
3.0,4,2593,151556,1935,1780.65,6037,2017-02-09,Los Angeles County
1.0,2,1099,352081,1951,4285.9,6059,2017-02-09,Orange County
2.0,4,1257,89194,1955,1841.56,6037,2017-02-09,Los Angeles County
1.0,4,1415,215231,1921,2778.76,6037,2017-02-09,Los Angeles County
2.0,3,1186,207000,1924,2818.95,6037,2017-02-09,Los Angeles County
2.5,4,2037,618000,1986,7160.34,6111,2017-02-09,Ventura County
1.0,2,782,405000,1950,5009.94,6037,2017-02-09,Los Angeles County
2.0,4,1589,445000,1978,5471.85,6037,2017-02-09,Los Angeles County
3.0,4,2340,149689,1966,2386.08,6037,2017-02-09,Los Angeles County
2.0,2,2070,84555,1954,1511.23,6037,2017-02-09,Los Angeles County
3.0,4,2248,579009,1964,6329.72,6059,2017-02-09,Orange County
2.0,4,1288,639900,1932,7838.03,6037,2017-02-09,Los Angeles County
3.0,4,2270,303551,1960,3916.94,6037,2017-02-09,Los Angeles County
2.5,2,1560,461144,1964,5976.42,6059,2017-02-09,Orange County
3.0,6,3537,136225,1925,1937.57,6037,2017-02-09,Los Angeles County
3.0,5,2545,270155,1944,3451.73,6037,2017-02-09,Los Angeles County
2.0,2,1689,215785,1952,2716.27,6037,2017-02-09,Los Angeles County
1.0,3,1088,316432,1951,3712.86,6059,2017-02-09,Orange County
3.5,3,2690,807000,2000,9142.5,6111,2017-02-09,Ventura County
3.0,4,2072,730051,1985,8948.81,6037,2017-02-09,Los Angeles County
2.0,3,1145,611391,1910,7325.36,6037,2017-02-09,Los Angeles County
1.0,2,1239,61256,1937,893.28,6037,2017-02-09,Los Angeles County
2.0,3,860,128327,1988,1740.57,6037,2017-02-09,Los Angeles County
2.5,4,2017,352940,1993,3919.42,6059,2017-02-09,Orange County
3.0,4,1320,386252,1972,5067.77,6037,2017-02-09,Los Angeles County
2.0,3,1388,62884,1959,1029.72,6059,2017-02-09,Orange County
1.0,3,1092,47371,1951,1124.12,6037,2017-02-09,Los Angeles County
3.0,3,3328,526138,1978,5290.92,6059,2017-02-09,Orange County
2.0,3,1499,278230,1947,3010.68,6111,2017-02-09,Ventura County
2.0,3,1595,443828,1958,5169.02,6059,2017-02-09,Orange County
1.0,3,1408,52464,1906,1368.26,6059,2017-02-09,Orange County
3.0,4,2118,290000,1956,3872.77,6037,2017-02-09,Los Angeles County
1.0,2,1002,520000,1929,5534.9,6111,2017-02-09,Ventura County
3.0,5,3270,277365,2005,6142.88,6037,2017-02-09,Los Angeles County
2.0,4,2084,67580,1924,999.02,6037,2017-02-09,Los Angeles County
1.0,2,1000,259953,1919,3173.3,6059,2017-02-09,Orange County
1.0,3,1080,340520,1962,4139.25,6037,2017-02-09,Los Angeles County
1.0,2,1110,46129,1940,1134.74,6037,2017-02-09,Los Angeles County
2.5,3,2602,199735,1977,2408.42,6059,2017-02-09,Orange County
4.0,6,3964,703198,2013,12843.98,6037,2017-02-09,Los Angeles County
3.0,4,1999,109187,1961,1658.24,6037,2017-02-09,Los Angeles County
1.0,2,840,25218,1925,613.82,6037,2017-02-09,Los Angeles County
3.0,4,3562,954145,1978,10482.68,6037,2017-02-09,Los Angeles County
2.5,4,1708,272423,1962,3158.98,6059,2017-02-09,Orange County
1.0,1,690,117848,1952,1618.06,6037,2017-02-08,Los Angeles County
2.0,3,1285,431697,1956,5082.76,6059,2017-02-08,Orange County
2.0,3,1293,315452,1974,3778.36,6059,2017-02-08,Orange County
2.0,3,1364,81761,1959,1124.79,6037,2017-02-08,Los Angeles County
2.5,4,2241,303469,1970,3218.86,6111,2017-02-08,Ventura County
1.0,2,820,25417,1946,8782.92,6037,2017-02-08,Los Angeles County
3.5,5,4021,1010466,2002,16230.34,6059,2017-02-08,Orange County
1.0,3,925,380000,1952,4655.05,6037,2017-02-08,Los Angeles County
1.0,2,969,168842,1972,1656.44,6059,2017-02-08,Orange County
2.0,3,1526,222431,1974,2712.3,6059,2017-02-08,Orange County
2.0,3,1150,174216,1986,2184.47,6037,2017-02-08,Los Angeles County
3.0,3,2865,480956,1987,4853.78,6059,2017-02-08,Orange County
3.0,4,1854,258281,1968,2739.88,6111,2017-02-08,Ventura County
2.0,4,2013,506405,1957,6279.44,6037,2017-02-08,Los Angeles County
2.0,4,1595,383996,1951,4777.27,6037,2017-02-08,Los Angeles County
3.0,3,2286,145382,1949,2298.36,6037,2017-02-08,Los Angeles County
2.5,4,1524,519833,1973,5554.42,6111,2017-02-08,Ventura County
1.0,2,1307,753200,1952,8733.29,6037,2017-02-08,Los Angeles County
3.0,3,1780,168828,1989,2931.8,6037,2017-02-08,Los Angeles County
2.0,3,1826,384823,1964,4407.64,6059,2017-02-08,Orange County
2.0,2,1103,172592,1983,2926.66,6037,2017-02-08,Los Angeles County
2.0,4,1651,525000,1950,6484.19,6037,2017-02-08,Los Angeles County
3.0,3,1758,188466,1986,3109.91,6037,2017-02-08,Los Angeles County
1.0,1,1099,512589,1941,6309.69,6037,2017-02-08,Los Angeles County
1.0,2,1255,1100000,1927,16206.18,6037,2017-02-08,Los Angeles County
2.0,3,1651,105905,1952,1532.43,6037,2017-02-08,Los Angeles County
2.0,3,1124,262729,1954,3585.63,6037,2017-02-08,Los Angeles County
2.0,3,1641,285134,1958,3554.12,6037,2017-02-08,Los Angeles County
3.0,3,2225,484138,1923,6311.46,6037,2017-02-08,Los Angeles County
2.0,2,1580,1314945,1940,15947.52,6037,2017-04-04,Los Angeles County
2.0,2,1580,1314945,1940,15947.52,6037,2017-02-08,Los Angeles County
2.5,4,1978,249886,1976,2946.76,6111,2017-02-08,Ventura County
1.0,3,1340,90820,1909,1020.84,6111,2017-02-08,Ventura County
2.0,4,1400,348100,1955,4174.88,6059,2017-02-08,Orange County
2.0,4,2109,354909,1968,3603.5,6059,2017-02-08,Orange County
1.0,2,742,14577,1928,96.78,6059,2017-02-08,Orange County
2.0,3,1261,75893,1953,1298.83,6037,2017-02-08,Los Angeles County
2.0,3,1389,324210,1955,3895.5,6059,2017-02-08,Orange County
1.0,3,1036,218074,1955,2541.16,6111,2017-02-08,Ventura County
2.5,4,1856,418052,1968,4946.1,6059,2017-02-08,Orange County
4.5,5,3609,853374,2001,9359.34,6111,2017-02-08,Ventura County
2.0,4,1610,459000,1953,5884.18,6037,2017-02-08,Los Angeles County
1.0,3,1616,362436,1927,4595.1,6037,2017-02-08,Los Angeles County
2.5,4,2190,307325,2000,3802.56,6111,2017-02-08,Ventura County
2.0,2,1414,838218,1948,9135.99,6037,2017-02-08,Los Angeles County
3.0,4,2184,291900,1990,4365.78,6037,2017-02-08,Los Angeles County
1.0,2,1170,159144,1921,2232.34,6037,2017-02-08,Los Angeles County
2.5,2,2195,272114,1992,1269.86,6059,2017-02-08,Orange County
2.0,3,1098,65531,1971,1556.29,6037,2017-02-08,Los Angeles County
2.0,4,1570,67681,1959,946.79,6037,2017-02-08,Los Angeles County
1.0,2,1255,57564,1948,832.94,6037,2017-02-08,Los Angeles County
2.0,4,1742,402004,1978,4783.13,6037,2017-02-08,Los Angeles County
2.5,4,1748,218111,1967,2664.84,6059,2017-02-08,Orange County
4.0,4,3989,630187,2015,7737.26,6037,2017-02-08,Los Angeles County
1.0,3,1332,101703,1954,1992.0,6037,2017-02-08,Los Angeles County
2.0,3,1471,506609,1977,6015.92,6059,2017-02-08,Orange County
2.0,3,1252,552000,1948,5795.76,6111,2017-02-08,Ventura County
2.5,4,1904,605243,1970,6931.78,6059,2017-02-08,Orange County
2.0,2,1553,629951,1935,7557.46,6037,2017-02-08,Los Angeles County
3.0,2,1139,198854,1928,2501.12,6037,2017-02-08,Los Angeles County
1.0,1,584,197919,1925,2572.9,6037,2017-02-08,Los Angeles County
2.0,4,1798,346513,1953,4400.18,6037,2017-02-08,Los Angeles County
3.0,3,2101,154037,1958,2329.65,6037,2017-02-08,Los Angeles County
1.0,2,806,389900,1949,5032.46,6037,2017-02-08,Los Angeles County
2.0,3,1642,205868,1954,2679.82,6037,2017-02-08,Los Angeles County
2.0,3,1137,718876,1952,8860.93,6037,2017-02-08,Los Angeles County
2.0,3,1278,692568,1959,8401.17,6037,2017-02-08,Los Angeles County
1.0,1,947,339526,1939,4151.19,6037,2017-02-08,Los Angeles County
1.0,2,833,41159,1924,1028.14,6037,2017-02-08,Los Angeles County
2.0,3,1216,246304,1954,3081.06,6037,2017-02-08,Los Angeles County
4.0,4,3311,856841,1959,10488.89,6037,2017-02-08,Los Angeles County
1.0,2,884,217510,1923,2743.78,6037,2017-02-08,Los Angeles County
2.0,3,1465,276683,1956,3279.14,6059,2017-02-08,Orange County
2.0,2,2177,298857,1947,3651.24,6037,2017-02-08,Los Angeles County
3.0,5,2632,167746,2006,3018.34,6037,2017-02-08,Los Angeles County
2.0,3,1416,355000,1950,4629.9,6037,2017-02-08,Los Angeles County
2.0,3,1765,489514,2004,8950.56,6037,2017-02-08,Los Angeles County
2.0,4,1822,92954,1963,960.86,6059,2017-02-08,Orange County
4.0,6,3314,827400,1970,10262.92,6037,2017-02-08,Los Angeles County
2.0,4,1494,156640,1988,2760.77,6037,2017-02-08,Los Angeles County
2.0,3,1331,202692,1955,2071.34,6059,2017-02-08,Orange County
2.0,3,1634,641824,1961,8050.25,6037,2017-02-08,Los Angeles County
1.0,2,594,240000,1907,3005.18,6037,2017-02-08,Los Angeles County
2.0,2,988,194090,1964,4499.92,6059,2017-02-08,Orange County
2.0,3,1561,422081,1977,4580.56,6059,2017-02-08,Orange County
1.0,3,1484,158105,1913,2075.49,6037,2017-02-08,Los Angeles County
2.5,3,1716,580000,1989,6884.3,6059,2017-02-08,Orange County
2.0,4,1585,95058,1950,1255.35,6037,2017-02-08,Los Angeles County
1.0,2,806,287200,1950,3126.63,6037,2017-02-08,Los Angeles County
2.0,2,961,305998,1977,3297.86,6111,2017-02-08,Ventura County
3.0,2,1292,455116,1924,5528.22,6037,2017-02-08,Los Angeles County
3.0,2,1729,308230,1959,3800.39,6037,2017-02-08,Los Angeles County
3.0,3,1635,516000,1986,7146.91,6037,2017-02-08,Los Angeles County
2.5,3,2652,719106,1977,7705.26,6059,2017-02-08,Orange County
1.0,3,998,840000,1944,10213.43,6037,2017-02-08,Los Angeles County
1.0,2,712,286000,1940,3891.98,6037,2017-02-08,Los Angeles County
3.0,4,3325,1059000,1993,11986.76,6059,2017-02-08,Orange County
3.0,4,2497,512421,1989,7413.13,6037,2017-02-08,Los Angeles County
2.5,3,2036,725903,1994,8434.86,6059,2017-02-08,Orange County
2.0,3,2408,139545,1951,1907.99,6037,2017-02-08,Los Angeles County
2.5,4,1937,278801,1995,3387.12,6059,2017-02-08,Orange County
2.0,2,1438,273020,1953,3324.02,6037,2017-02-08,Los Angeles County
2.0,4,1781,119401,1919,1652.9,6037,2017-02-08,Los Angeles County
3.5,2,2894,1161608,1992,12480.22,6059,2017-02-08,Orange County
1.0,3,1158,37018,1918,758.29,6037,2017-02-08,Los Angeles County
2.0,3,1365,375542,1952,5096.64,6037,2017-02-08,Los Angeles County
2.0,4,2227,268882,1968,1475.38,6059,2017-02-08,Orange County
1.0,3,1225,324673,1948,4073.05,6037,2017-02-08,Los Angeles County
2.5,3,1517,221625,1976,2308.98,6059,2017-02-08,Orange County
2.0,3,1513,262765,1963,3162.4,6059,2017-02-08,Orange County
4.0,4,3133,881000,2000,9463.14,6111,2017-02-08,Ventura County
1.0,2,1206,65599,1939,746.33,6037,2017-02-08,Los Angeles County
2.5,3,1924,343925,1989,4169.08,6111,2017-02-08,Ventura County
2.0,3,1140,265995,1956,3256.15,6037,2017-02-08,Los Angeles County
1.0,3,1151,456668,1947,7395.61,6037,2017-02-08,Los Angeles County
2.5,3,2390,572000,1989,6955.14,6111,2017-02-08,Ventura County
2.0,3,1377,168972,1994,2803.23,6037,2017-02-08,Los Angeles County
2.0,3,1040,185359,1969,2232.05,6037,2017-02-08,Los Angeles County
2.0,3,1244,159519,1955,2245.5,6037,2017-02-08,Los Angeles County
4.0,3,2486,594936,1959,7303.37,6037,2017-02-08,Los Angeles County
2.0,3,1256,65399,1964,916.01,6037,2017-02-08,Los Angeles County
2.0,2,1622,228371,1961,2894.34,6037,2017-02-08,Los Angeles County
2.0,3,1332,296732,1950,3668.63,6037,2017-02-08,Los Angeles County
3.0,4,2334,157978,1980,2170.66,6037,2017-02-08,Los Angeles County
6.0,4,3937,845134,2013,10634.36,6037,2017-02-08,Los Angeles County
3.0,3,1681,358629,1979,4808.75,6037,2017-02-08,Los Angeles County
2.0,3,1253,310406,1993,4559.77,6037,2017-02-08,Los Angeles County
2.0,3,1830,76789,1958,1068.49,6037,2017-02-08,Los Angeles County
3.0,3,2368,126182,1983,2324.23,6037,2017-02-08,Los Angeles County
2.0,3,1584,514915,1976,6015.5,6059,2017-02-08,Orange County
2.0,5,2000,75506,1959,1371.3,6059,2017-02-08,Orange County
2.0,4,1570,381691,1955,5037.85,6037,2017-02-08,Los Angeles County
2.0,3,1349,242647,1973,2909.94,6059,2017-02-08,Orange County
1.0,2,720,333000,1939,5212.55,6037,2017-02-08,Los Angeles County
1.0,3,1123,126813,1937,2097.56,6037,2017-02-08,Los Angeles County
